"id","name","valueType","rank"
33785,"National office resident utility model applications 2014","Rank","5.471"
33787,"Scientific and technical publications 2014","Value","5.472"
33789,"Scientific and technical publications 2014","Score (0-100)","5.472"
33788,"Scientific and technical publications 2014","Rank","5.472"
33792,"Citable documents H index 2014","Score (0-100)","5.473"
33790,"Citable documents H index 2014","Value","5.473"
33791,"Citable documents H index 2014","Rank","5.473"
33794,"Knowledge impact 2014","Score (0-100)","5.474"
33793,"Knowledge impact 2014","Rank","5.474"
33796,"Growth rate of GDP per person engaged 2014","Rank","5.475"
33797,"Growth rate of GDP per person engaged 2014","Score (0-100)","5.475"
33795,"Growth rate of GDP per person engaged 2014","Value","5.475"
33798,"New business density 2014","Value","5.476"
33800,"New business density 2014","Score (0-100)","5.476"
33799,"New business density 2014","Rank","5.476"
33803,"Total computer software spending 2014","Score (0-100)","5.477"
33801,"Total computer software spending 2014","Percent","5.477"
33802,"Total computer software spending 2014","Rank","5.477"
33804,"ISO 9001 quality certificates 2014","Value","5.478"
33806,"ISO 9001 quality certificates 2014","Score (0-100)","5.478"
33805,"ISO 9001 quality certificates 2014","Rank","5.478"
33808,"High-tech and medium-high-tech output 2014","Rank","5.479"
33809,"High-tech and medium-high-tech output 2014","Score (0-100)","5.479"
33807,"High-tech and medium-high-tech output 2014","Percent","5.479"
33810,"Knowledge diffusion 2014","Rank","5.480"
33811,"Knowledge diffusion 2014","Score (0-100)","5.480"
33813,"Royalties and license fees receipts (% total trade) 2014","Rank","5.481"
33814,"Royalties and license fees receipts (% total trade) 2014","Score (0-100)","5.481"
33812,"Royalties and license fees receipts (% total trade) 2014","Percent","5.481"
33815,"High-tech exports 2014","Percent","5.482"
33817,"High-tech exports 2014","Score (0-100)","5.482"
33816,"High-tech exports 2014","Rank","5.482"
33820,"Communications, computer and information services exports, % total trade 2014","Score (0-100)","5.483"
33819,"Communications, computer and information services exports, % total trade 2014","Rank","5.483"
33818,"Communications, computer and information services exports, % total trade 2014","Percent","5.483"
33822,"Foreign direct investment net outflows 2014","Rank","5.484"
33823,"Foreign direct investment net outflows 2014","Score (0-100)","5.484"
33821,"Foreign direct investment net outflows 2014","Percent","5.484"
33825,"Creative outputs 2014","Score (0-100)","5.485"
33824,"Creative outputs 2014","Rank","5.485"
33826,"Intangible assets 2014","Rank","5.486"
33827,"Intangible assets 2014","Score (0-100)","5.486"
33830,"National office resident trademark applications 2014","Score (0-100)","5.487"
33829,"National office resident trademark applications 2014","Rank","5.487"
33828,"National office resident trademark applications 2014","Value","5.487"
33831,"Madrid system trademark applications by country of origin 2014","Value","5.488"
33833,"Madrid system trademark applications by country of origin 2014","Score (0-100)","5.488"
33832,"Madrid system trademark applications by country of origin 2014","Rank","5.488"
33835,"ICTs and business model creation 2014","Rank","5.489"
33834,"ICTs and business model creation 2014","Value","5.489"
33836,"ICTs and business model creation 2014","Score (0-100)","5.489"
33838,"ICTs and organizational model creation 2014","Rank","5.490"
33837,"ICTs and organizational model creation 2014","Value","5.490"
33839,"ICTs and organizational model creation 2014","Score (0-100)","5.490"
33840,"Creative goods and services 2014","Rank","5.491"
33841,"Creative goods and services 2014","Score (0-100)","5.491"
33842,"Cultural and creative services exports, % total trade 2014","Percent","5.492"
33844,"Cultural and creative services exports, % total trade 2014","Score (0-100)","5.492"
33843,"Cultural and creative services exports, % total trade 2014","Rank","5.492"
33846,"National feature films produced 2014","Rank","5.493"
33845,"National feature films produced 2014","Value","5.493"
33847,"National feature films produced 2014","Score (0-100)","5.493"
33850,"Global entertainment and media output 2014","Score (0-100)","5.494"
33848,"Global entertainment and media output 2014","Value","5.494"
33849,"Global entertainment and media output 2014","Rank","5.494"
33853,"Printing and publishing output 2014","Score (0-100)","5.495"
33852,"Printing and publishing output 2014","Rank","5.495"
33851,"Printing and publishing output 2014","Percent","5.495"
33854,"Creative goods exports 2014","Percent","5.496"
33855,"Creative goods exports 2014","Rank","5.496"
33856,"Creative goods exports 2014","Score (0-100)","5.496"
33858,"Online creativity 2014","Score (0-100)","5.497"
33857,"Online creativity 2014","Rank","5.497"
33859,"Generic top-level domains (gTLDs) 2014","Value","5.498"
33860,"Generic top-level domains (gTLDs) 2014","Rank","5.498"
33861,"Generic top-level domains (gTLDs) 2014","Score (0-100)","5.498"
33863,"Country-code top-level domains (ccTLDs) 2014","Rank","5.499"
33862,"Country-code top-level domains (ccTLDs) 2014","Value","5.499"
33864,"Country-code top-level domains (ccTLDs) 2014","Score (0-100)","5.499"
33865,"Wikipedia monthly edits 2014","Value","5.500"
33867,"Wikipedia monthly edits 2014","Score (0-100)","5.500"
33866,"Wikipedia monthly edits 2014","Rank","5.500"
33869,"Video uploads on YouTube 2014","Rank","5.501"
33870,"Video uploads on YouTube 2014","Score (0-100)","5.501"
33868,"Video uploads on YouTube 2014","Value","5.501"
33871,"Global Innovation Index 2013","Rank","5.502"
33872,"Global Innovation Index 2013","Score (0-100)","5.502"
33873,"Innovation Efficiency Index 2013","Rank","5.503"
33874,"Innovation Efficiency Index 2013","Score (0-100)","5.503"
33876,"Innovation Input 2013","Score (0-100)","5.504"
33875,"Innovation Input 2013","Rank","5.504"
33877,"Innovation Output 2013","Rank","5.505"
33878,"Innovation Output 2013","Score (0-100)","5.505"
33880,"Institutions 2013","Score (0-100)","5.506"
33879,"Institutions 2013","Rank","5.506"
33882,"Political environment 2013","Score (0-100)","5.507"
33881,"Political environment 2013","Rank","5.507"
33884,"Political stability and absence of violence/terrorism 2013","Rank","5.508"
33885,"Political stability and absence of violence/terrorism 2013","Score (0-100)","5.508"
33883,"Political stability and absence of violence/terrorism 2013","Value","5.508"
33887,"Government effectiveness 2013","Rank","5.509"
33886,"Government effectiveness 2013","Value","5.509"
33888,"Government effectiveness 2013","Score (0-100)","5.509"
33889,"Press freedom 2013","Value","5.510"
33890,"Press freedom 2013","Rank","5.510"
33891,"Press freedom 2013","Score (0-100)","5.510"
33892,"Regulatory environment 2013","Rank","5.511"
33893,"Regulatory environment 2013","Score (0-100)","5.511"
33895,"Regulatory quality 2013","Rank","5.512"
33894,"Regulatory quality 2013","Value","5.512"
33896,"Regulatory quality 2013","Score (0-100)","5.512"
33898,"Rule of law 2013","Rank","5.513"
33897,"Rule of law 2013","Value","5.513"
33899,"Rule of law 2013","Score (0-100)","5.513"
33901,"Cost of redundancy dismissal 2013","Rank","5.514"
33902,"Cost of redundancy dismissal 2013","Score (0-100)","5.514"
33900,"Cost of redundancy dismissal 2013","Value","5.514"
33904,"Business environment 2013","Score (0-100)","5.515"
33903,"Business environment 2013","Rank","5.515"
33905,"Ease of starting a business 2013","Distance to Frontier","5.516"
33907,"Ease of starting a business 2013","Score (0-100)","5.516"
33906,"Ease of starting a business 2013","Rank","5.516"
33909,"Ease of resolving insolvency 2013","Rank","5.517"
33910,"Ease of resolving insolvency 2013","Score (0-100)","5.517"
33908,"Ease of resolving insolvency 2013","Distance to Frontier","5.517"
33913,"Ease of paying taxes 2013","Score (0-100)","5.518"
33911,"Ease of paying taxes 2013","Distance to Frontier","5.518"
33912,"Ease of paying taxes 2013","Rank","5.518"
33915,"Human capital and research 2013","Score (0-100)","5.519"
33914,"Human capital and research 2013","Rank","5.519"
33916,"Education 2013","Rank","5.520"
33917,"Education 2013","Score (0-100)","5.520"
33920,"Expenditure on education 2013","Score (0-100)","5.521"
33919,"Expenditure on education 2013","Rank","5.521"
33918,"Expenditure on education 2013","Percent","5.521"
33922,"Public expenditure on education per pupil 2013","Rank","5.522"
33921,"Public expenditure on education per pupil 2013","Percent","5.522"
33923,"Public expenditure on education per pupil 2013","Score (0-100)","5.522"
33925,"School life expectancy 2013","Rank","5.523"
33926,"School life expectancy 2013","Score (0-100)","5.523"
33924,"School life expectancy 2013","Value","5.523"
33928,"Assessment in reading, mathematics, and science 2013","Rank","5.524"
33929,"Assessment in reading, mathematics, and science 2013","Score (0-100)","5.524"
33927,"Assessment in reading, mathematics, and science 2013","Value","5.524"
33932,"Pupil-teacher ratio, secondary 2013","Score (0-100)","5.525"
33931,"Pupil-teacher ratio, secondary 2013","Rank","5.525"
33930,"Pupil-teacher ratio, secondary 2013","Percent","5.525"
33934,"Tertiary education 2013","Score (0-100)","5.526"
33933,"Tertiary education 2013","Rank","5.526"
33936,"Tertiary enrolment 2013","Rank","5.527"
33937,"Tertiary enrolment 2013","Score (0-100)","5.527"
33935,"Tertiary enrolment 2013","Percent","5.527"
33939,"Graduates in science and engineering 2013","Rank","5.528"
33940,"Graduates in science and engineering 2013","Score (0-100)","5.528"
33938,"Graduates in science and engineering 2013","Percent","5.528"
33941,"Tertiary inbound mobility 2013","Percent","5.529"
33943,"Tertiary inbound mobility 2013","Score (0-100)","5.529"
33942,"Tertiary inbound mobility 2013","Rank","5.529"
33946,"Gross tertiary outbound enrolment 2013","Score (0-100)","5.530"
33944,"Gross tertiary outbound enrolment 2013","Percent","5.530"
33945,"Gross tertiary outbound enrolment 2013","Rank","5.530"
33947,"Research and development (R&D) 2013","Rank","5.531"
33948,"Research and development (R&D) 2013","Score (0-100)","5.531"
33949,"Researchers 2013","Value","5.532"
33951,"Researchers 2013","Score (0-100)","5.532"
33950,"Researchers 2013","Rank","5.532"
33954,"Gross expenditure on R&D (GERD) 2013","Score (0-100)","5.533"
33953,"Gross expenditure on R&D (GERD) 2013","Rank","5.533"
33952,"Gross expenditure on R&D (GERD) 2013","Percent","5.533"
33955,"QS university ranking average score of top 3 universities 2013","Value","5.534"
33957,"QS university ranking average score of top 3 universities 2013","Score (0-100)","5.534"
33956,"QS university ranking average score of top 3 universities 2013","Rank","5.534"
33959,"Infrastructure 2013","Score (0-100)","5.535"
33958,"Infrastructure 2013","Rank","5.535"
33961,"Information and communication technologies (ICTs) 2013","Score (0-100)","5.536"
33960,"Information and communication technologies (ICTs) 2013","Rank","5.536"
33962,"ICT access 2013","Value","5.537"
33963,"ICT access 2013","Rank","5.537"
33964,"ICT access 2013","Score (0-100)","5.537"
33967,"ICT use 2013","Score (0-100)","5.538"
33966,"ICT use 2013","Rank","5.538"
33965,"ICT use 2013","Value","5.538"
33968,"Government's online service 2013","Value","5.539"
33969,"Government's online service 2013","Rank","5.539"
33970,"Government's online service 2013","Score (0-100)","5.539"
33973,"Online e-participation 2013","Score (0-100)","5.540"
33972,"Online e-participation 2013","Rank","5.540"
33971,"Online e-participation 2013","Value","5.540"
33975,"General infrastructure 2013","Score (0-100)","5.541"
33974,"General infrastructure 2013","Rank","5.541"
33978,"Electricity output 2013","Score (0-100)","5.542"
33977,"Electricity output 2013","Rank","5.542"
33976,"Electricity output 2013","Value","5.542"
33979,"Electricity consumption 2013","Value","5.543"
33980,"Electricity consumption 2013","Rank","5.543"
33981,"Electricity consumption 2013","Score (0-100)","5.543"
33982,"Logistics performance 2013","Value","5.544"
33983,"Logistics performance 2013","Rank","5.544"
33984,"Logistics performance 2013","Score (0-100)","5.544"
33986,"Gross capital formation 2013","Rank","5.545"
33985,"Gross capital formation 2013","Percent","5.545"
33987,"Gross capital formation 2013","Score (0-100)","5.545"
33988,"Ecological sustainability 2013","Rank","5.546"
33989,"Ecological sustainability 2013","Score (0-100)","5.546"
33990,"GDP per unit of energy use 2013","Value","5.547"
33992,"GDP per unit of energy use 2013","Score (0-100)","5.547"
33991,"GDP per unit of energy use 2013","Rank","5.547"
33994,"Environmental performance 2013","Rank","5.548"
33993,"Environmental performance 2013","Value","5.548"
33995,"Environmental performance 2013","Score (0-100)","5.548"
33998,"ISO 14001 environmental certificates 2013","Score (0-100)","5.549"
33996,"ISO 14001 environmental certificates 2013","Value","5.549"
33997,"ISO 14001 environmental certificates 2013","Rank","5.549"
34000,"Market sophistication 2013","Score (0-100)","5.550"
33999,"Market sophistication 2013","Rank","5.550"
34001,"Credit 2013","Rank","5.551"
34002,"Credit 2013","Score (0-100)","5.551"
34003,"Ease of getting credit 2013","Distance to Frontier","5.552"
34004,"Ease of getting credit 2013","Rank","5.552"
34005,"Ease of getting credit 2013","Score (0-100)","5.552"
34006,"Domestic credit to private sector 2013","Percent","5.553"
34008,"Domestic credit to private sector 2013","Score (0-100)","5.553"
